20 0.2970
21 0.3200
22 0.3440
23 0.3690
24 0.3940
25 0.4200
26 0.4460
27 0.4730
30 0.5700
35 0.7450
40 0.9200
45 1.0750
50 1.2150
55 1.3450
60 1.4700
65 1.5750
70 1.6650
75 1.7350
80 1.7800
85 1.8000
90 1.8000
95 1.7800
100 1.7500
105 1.7000
110 1.6350
115 1.5550
120 1.4650
125 1.3500
130 1.2250
135 1.0850
140 0.9250
145 0.7550
150 0.5750
155 0.4200
160 0.3200
165 0.2300
170 0.1400
175 0.0550
180 0.0250
